#한 행이 하나다. 여러 파일 여러 배열에 흩어져 있던 것을 모은 것.
#값은 소스에 적힌 글자 그대로다. 이름을 숫자로 바꾸지 않는다.
#id는 계약이다. 중간에 끼우지 말고 항상 맨 끝에 (content/README.md).
#\N은 그 배열에 이 번호가 없다는 뜻이다.
id	enum_name	label	value
0			LVUPREWARD_AUTOROLL
1			MAXLV
2			LVUPREWARD_COLLECTIONS
3			MAXLV
4			LVUPREWARD_DAILYREWARDS
5			MAXLV
6			LVUPREWARD_DAILYQUEST
7			MAXLV
8			LVUPREWARD_HEARTMAX
9			40
10			LVUPREWARD_GETSKILL
11			ROBIN_SKILL_AIRCRASH
12			LVUPREWARD_GETHERO
13			DIANA
14			LVUPREWARD_GETSKILL
15			DIANA_SKILL_3WAY
16			LVUPREWARD_SHILED
17			4
18			LVUPREWARD_GETHERO
19			MAXX
20			LVUPREWARD_HEARTMAX
21			50
22			LVUPREWARD_GETSKILL
23			MAXX_SKILL_KICK
24			LVUPREWARD_GETSKILL
25			ROBIN_SKILL_STAB
26			LVUPREWARD_HEARTPERHOUR
27			6
28			LVUPREWARD_GETSKILL
29			DIANA_SKILL_LASER
30			LVUPREWARD_GETSKILL
31			MAXX_SKILL_SHORT
32			LVUPREWARD_GETSKILL
33			ROBIN_SKILL_BOOSTSLASH
34			LVUPREWARD_HEART
35			300
36			LVUPREWARD_HEARTMAX
37			60
38			LVUPREWARD_GETSKILL
39			DIANA_SKILL_FLAMER
40			LVUPREWARD_HEART
41			400
42			LVUPREWARD_HEARTMAX
43			70
44			LVUPREWARD_HEART
45			1000
46			LVUPREWARD_HEART
47			500
48			LVUPREWARD_HEARTPERHOUR
49			7
50			LVUPREWARD_GETSKILL
51			MAXX_SKILL_AIR
52			LVUPREWARD_HEART
53			500
54			LVUPREWARD_HEARTMAX
55			80
56			LVUPREWARD_GETSKILL
57			ROBIN_SKILL_HYPERCHARGE
58			LVUPREWARD_GETSKILL
59			DIANA_SKILL_BOMBSHOT
60			LVUPREWARD_SHILED
61			5
62			LVUPREWARD_HEART
63			500
64			LVUPREWARD_HEARTPERHOUR
65			8
66			LVUPREWARD_GETSKILL
67			MAXX_SKILL_CAMPING
68			LVUPREWARD_GETSKILL
69			ROBIN_SKILL_SOULCRASH
70			LVUPREWARD_HEART
71			2000
72			LVUPREWARD_HEARTMAX
73			90
74			LVUPREWARD_GETSKILL
75			DIANA_SKILL_GUIDEDSHOT
76			LVUPREWARD_HEART
77			3000
78			LVUPREWARD_HEARTPERHOUR
79			9
80			LVUPREWARD_GETSKILL
81			MAXX_SKILL_HORMING
82			LVUPREWARD_GETSKILL
83			ROBIN_SKILL_ABSOLUTEPIERCE
84			LVUPREWARD_GETSKILL
85			DIANA_SKILL_SPRAYSHOT
86			LVUPREWARD_HEARTMAX
87			100
88			LVUPREWARD_GETSKILL
89			MAXX_SKILL_CIRCLE
90			LVUPREWARD_GETSKILL
91			ROBIN_SKILL_KILLALL
92			LVUPREWARD_GETSKILL
93			DIANA_SKILL_SATELLITESHOT
94			LVUPREWARD_HEARTPERHOUR
95			10
96			LVUPREWARD_GETSKILL
97			MAXX_SKILL_MEGA
98			LVUPREWARD_HEART
99			5000
100			-1
101			-1
102			-1
103			-1
104			-1
105			-1
106			-1
107			-1
108			-1
109			-1
110			-1
111			-1
112			-1
113			-1
114			-1
115			-1
116			-1
117			-1
118			-1
119			-1
120			-1
121			-1
122			-1
123			-1
124			-1
125			-1
126			-1
127			-1
128			-1
129			-1
130			-1
131			-1
132			-1
133			-1
134			-1
135			-1
136			-1
137			-1
138			-1
139			-1
140			-1
141			-1
142			-1
143			-1
144			-1
145			-1
146			-1
147			-1
148			-1
149			-1
150			-1
151			-1
152			-1
153			-1
154			-1
155			-1
156			-1
157			-1
158			-1
159			-1
160			-1
161			-1
162			-1
163			-1
164			-1
165			-1
166			-1
167			-1
168			-1
169			-1
170			-1
171			-1
172			-1
173			-1
174			-1
175			-1
176			-1
177			-1
178			-1
179			-1
180			-1
181			-1
182			-1
183			-1
184			-1
185			-1
186			-1
187			-1
188			-1
189			-1
190			-1
191			-1
192			-1
193			-1
194			-1
195			-1
196			-1
197			-1
198			-1
199			-1
