#한 행이 하나다. 여러 파일 여러 배열에 흩어져 있던 것을 모은 것.
#값은 소스에 적힌 글자 그대로다. 이름을 숫자로 바꾸지 않는다.
#id는 계약이다. 중간에 끼우지 말고 항상 맨 끝에 (content/README.md).
#\N은 그 배열에 이 번호가 없다는 뜻이다.
id	enum_name	label	gold
0			100
1			100
2			100
3			100
4			100
5			110
6			110
7			110
8			110
9			110
10			110
11			110
12			110
13			110
14			110
15			120
16			120
17			120
18			120
19			120
20			120
21			120
22			120
23			130
24			130
25			130
26			130
27			130
28			130
29			130
30			130
31			140
32			140
33			140
34			140
35			140
36			140
37			140
38			150
39			150
40			150
41			150
42			150
43			150
44			150
45			160
46			160
47			160
48			160
49			160
50			160
51			170
52			170
53			170
54			170
55			170
56			170
57			180
58			180
59			180
60			180
61			180
62			190
63			190
64			190
65			190
66			190
67			190
68			200
69			200
70			200
71			200
72			200
73			210
74			210
75			210
76			210
77			220
78			220
79			220
80			220
81			220
82			230
83			230
84			230
85			230
86			240
87			240
88			240
89			240
90			240
91			250
92			250
93			250
94			250
95			260
96			260
97			260
98			270
99			270
100			270
101			270
102			280
103			280
104			280
105			280
106			290
107			290
108			290
109			300
110			300
111			300
112			300
113			310
114			310
115			310
116			320
117			320
118			320
119			330
120			330
121			330
122			340
123			340
124			340
125			350
126			350
127			350
128			360
129			360
130			360
131			370
132			370
133			380
134			380
135			380
136			390
137			390
138			390
139			400
140			400
141			410
142			410
143			410
144			420
145			420
146			430
147			430
148			440
149			440
150			440
151			450
152			450
153			460
154			460
155			470
156			470
157			480
158			480
159			490
160			490
161			500
162			500
163			510
164			510
165			520
166			520
167			530
168			530
169			540
170			540
171			550
172			550
173			560
174			560
175			570
176			580
177			580
178			590
179			590
180			600
181			610
182			610
183			620
184			620
185			630
186			640
187			640
188			650
189			660
190			660
191			670
192			680
193			680
194			690
195			700
196			700
197			710
198			720
199			720
200			730
201			740
202			750
203			750
204			760
205			770
206			780
207			780
208			790
209			800
210			810
211			820
212			820
213			830
214			840
215			850
216			860
217			870
218			880
219			880
220			890
221			900
222			910
223			920
224			930
225			940
226			950
227			960
228			970
229			980
230			990
231			1000
232			1000
233			1000
234			1000
235			1000
236			1000
237			1100
238			1100
239			1100
240			1100
241			1100
242			1100
243			1100
244			1100
245			1100
246			1200
247			1200
248			1200
249			1200
250			1200
251			1200
252			1200
253			1200
254			1300
255			1300
256			1300
257			1300
258			1300
259			1300
260			1300
261			1300
262			1400
263			1400
264			1400
265			1400
266			1400
267			1400
268			1400
269			1500
270			1500
271			1500
272			1500
273			1500
274			1500
275			1500
276			1600
277			1600
278			1600
279			1600
280			1600
281			1600
282			1700
283			1700
284			1700
285			1700
286			1700
287			1700
288			1800
289			1800
290			1800
291			1800
292			1800
293			1800
294			1900
295			1900
296			1900
297			1900
298			1900
299			2000
300			2000
301			2000
302			2000
303			2000
304			2100
305			2100
306			2100
307			2100
308			2100
309			2200
310			2200
311			2200
312			2200
313			2300
314			2300
315			2300
316			2300
317			2300
318			2400
319			2400
320			2400
321			2400
322			2500
323			2500
324			2500
325			2500
326			2600
327			2600
328			2600
329			2600
330			2700
331			2700
332			2700
333			2700
334			2800
335			2800
336			2800
337			2900
338			2900
339			2900
340			2900
341			3000
342			3000
343			3000
344			3100
345			3100
346			3100
347			3200
348			3200
349			3200
350			3300
351			3300
352			3300
353			3400
354			3400
355			3400
356			3500
357			3500
358			3500
359			3600
360			3600
361			3600
362			3700
363			3700
364			3700
365			3800
366			3800
367			3900
368			3900
369			3900
370			4000
371			4000
372			4100
373			4100
374			4100
375			4200
376			4200
377			4300
378			4300
379			4300
380			4400
381			4400
382			4500
383			4500
384			4600
385			4600
386			4700
387			4700
388			4700
389			4800
390			4800
391			4900
392			4900
393			5000
394			5000
395			5100
396			5100
397			5200
398			5200
399			5300
400			5400
401			5400
402			5500
403			5500
404			5600
405			5600
406			5700
407			5700
408			5800
409			5900
410			5900
411			6000
412			6000
413			6100
414			6200
415			6200
416			6300
417			6300
418			6400
419			6500
420			6500
421			6600
422			6700
423			6700
424			6800
425			6900
426			6900
427			7000
428			7100
429			7100
430			7200
431			7300
432			7400
433			7400
434			7500
435			7600
436			7700
437			7700
438			7800
439			7900
440			8000
441			8000
442			8100
443			8200
444			8300
445			8400
446			8500
447			8500
448			8600
449			8700
450			8800
451			8900
452			9000
453			9100
454			9200
455			9300
456			9300
457			9400
458			9500
459			9600
460			9700
461			9800
462			9900
463			10000
464			10000
465			10000
466			10000
467			10000
468			11000
469			11000
470			11000
471			11000
472			11000
473			11000
474			11000
475			11000
476			11000
477			12000
478			12000
479			12000
480			12000
481			12000
482			12000
483			12000
484			12000
485			12000
486			13000
487			13000
488			13000
489			13000
490			13000
491			13000
492			13000
493			14000
494			14000
495			14000
496			14000
497			14000
498			14000
499			14000
500			14000
501			15000
502			15000
503			15000
504			15000
505			15000
506			15000
507			16000
508			16000
509			16000
510			16000
511			16000
512			16000
513			16000
514			17000
515			17000
516			17000
517			17000
518			17000
519			17000
520			18000
521			18000
522			18000
523			18000
524			18000
525			19000
526			19000
527			19000
528			19000
529			19000
530			20000
531			20000
532			20000
533			20000
534			20000
535			21000
536			21000
537			21000
538			21000
539			21000
540			22000
541			22000
542			22000
543			22000
544			22000
545			23000
546			23000
547			23000
548			23000
549			24000
550			24000
551			24000
552			24000
553			25000
554			25000
555			25000
556			25000
557			26000
558			26000
559			26000
560			26000
561			27000
562			27000
563			27000
564			27000
565			28000
566			28000
567			28000
568			28000
569			29000
570			29000
571			29000
572			30000
573			30000
574			30000
575			31000
576			31000
577			31000
578			31000
579			32000
580			32000
581			32000
582			33000
583			33000
584			33000
585			34000
586			34000
587			34000
588			35000
589			35000
590			35000
591			36000
592			36000
593			37000
594			37000
595			37000
596			38000
597			38000
598			38000
599			39000
600			39000
601			40000
602			40000
603			40000
604			41000
605			41000
606			42000
607			42000
608			42000
609			43000
610			43000
611			44000
612			44000
613			45000
614			45000
615			45000
616			46000
617			46000
618			47000
619			47000
620			48000
621			48000
622			49000
623			49000
624			50000
625			50000
626			51000
627			51000
628			52000
629			52000
630			53000
631			53000
632			54000
633			54000
634			55000
635			55000
636			56000
637			57000
638			57000
639			58000
640			58000
641			59000
642			59000
643			60000
644			61000
645			61000
646			62000
647			63000
648			63000
649			64000
650			64000
651			65000
652			66000
653			66000
654			67000
655			68000
656			68000
657			69000
658			70000
659			70000
660			71000
661			72000
662			73000
663			73000
664			74000
665			75000
666			76000
667			76000
668			77000
669			78000
670			79000
671			79000
672			80000
673			81000
674			82000
675			83000
676			83000
677			84000
678			85000
679			86000
680			87000
